lgpAgentIdentManufacturer,1.3.6.1.4.1.476.1.42.2.1.1.0
Dig Scroll Comp Discharge Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5353.1
Dig Scroll Comp Discharge Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5353.2
Free Cooling Internal Temperature Delta,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5356
Free Cooling Fluid Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5358
Minimum Chilled Water Temp Set Point,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5360
Underflow Static Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5668
Inlet Water Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5669
Outlet Water Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5670
Filter Pressure Drop,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5671
Static Pressure Setpoint,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5718
Fanspeed Minimum Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5719
Fanspeed Maximum Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.2.5720
Customer Input 1,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4270
Customer Input 2,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4271
Customer Input 3,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4272
Customer Input 4,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4273
Ext Air Sensor A Over Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4601
Ext Air Sensor A Under Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4608
Ext Air Sensor A Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4618
Supply Chilled Water Over Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4626
Shutdown - Loss Of Power,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4714
Smoke Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4720
Water Under Floor,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4723
Service Required,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4726
EC Fan Fault,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4729
Supply Chilled Water Loss of Flow,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.4980
Supply Air Over Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5015
Supply Air Under Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5019
Return Air Over Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5023
Supply Air Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5026
High Return Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5034
Low Return Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5036
Humidifier Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5037
Dehumidifier Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5038
Humidifier Under Current,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5039
Humidifier Over Current,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5040
Humidifier Low Water,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5041
Humidifier Cylinder Worn,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5042
Humidifier Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5043
Ext Humidifier Lockout,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5044
Humidifier Control Board Not Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5045
Loss of Air Flow,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5053
Fan Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5054
Ambient Air Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5060
Ext Compressor Lockout,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5067
Reheater Over Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5068
Ext Reheat Lockout,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5070
Condenser VFD Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5072
Condenser TVSS Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5073
Ext Over Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5104
Ext Loss of Flow,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5105
Ext Condenser Pump High Water,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5106
Ext Standby Glycol Pump On,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5107
External Fire Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5108
Unit On,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5109
Unit Off,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5110
Unit Standby,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5111
Unit Partial Shutdown,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5112
Unit Shutdown,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5113
Water Leakage Detector Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5114
BMS Communications Timeout,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5115
Maintenance Due,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5116
Maintenance Completed,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5117
Clogged Air Filter,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5118
RAM Battery Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5119
Master Unit Communication Lost,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5120
High Power Shutdown,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5121
Compressor Pump Down Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5146.1
Compressor Pump Down Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5146.2
Return Air Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5147
Compressor High Pressure Transducer Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5148.1
Compressor High Pressure Transducer Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5148.2
Compressor Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5269.1
Compressor Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5269.2
Compressor High Head Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5270.1
Compressor High Head Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5270.2
Compressor Low Suction Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5271.1
Compressor Low Suction Pressure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5271.2
Compressor Thermal Overload,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5272.1
Compressor Thermal Overload,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5272.2
Free Cooling Valve Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5306
Return Air Under Temperature,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5335
Ext Air Sensor A High Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5349
Ext Air Sensor A Low Humidity,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5351
Compressor Short Cycle,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5352.1
Compressor Short Cycle,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5352.2
Dig Scroll Comp Discharge Temp Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5354.1
Dig Scroll Comp Discharge Temp Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5354.2
Dig Scroll Comp Over Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5355.1
Dig Scroll Comp Over Temp,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5355.2
Ext Free Cooling Lockout,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5361
Free Cooling Temp Sensor Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5362
Hot Water / Hot Gas Valve Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5365
Electric Reheater Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5368.1
Electric Reheater Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5368.2
Electric Reheater Hours Exceeded,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5368.3
Main Fan Overload,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5376
Condenser Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5377.1
Condenser Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5377.2
Ext Loss of Air Blower,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5415
Ext Standby Unit On,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5416
Digital Output Board Not Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5417.1
Digital Output Board Not Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5417.2
Digital Output Board Not Detected,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5417.3
Unit Code Missing,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5418
Unit Communication Lost,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5419
Compressor Capacity Reduced,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5513
Compressor Low Pressure Transducer Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5514.1
Compressor Low Pressure Transducer Issue,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5514.2
Air Economizer Reduced Airflow,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5601
Wrong Damper Position,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5642
Team Static Pressure Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5643
FC Stopped by DT3,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5645
Static Pressure Sensor Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5646
Static Pressure Out Of Range,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5647
Remote THB Sensor 1 Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5654
Remote THB Sensor 2 Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5655
Remote THB Sensor 3 Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5656
Remote THB Team Sensors Failure,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5657
CW Control Active,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.2.100.5658
System Status,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.4123
 Possible states for the OID above:
  1: "Normal Operation"
  2: "StartUp"
  8: "Normal with Warning"
  16: "Normal with Alarm"
  32: "Abnormal Operation"
System Model Number,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.4240
Server Class,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.4553
 Possible states for the OID above:
  1: "UPS"
  2: "AIR"
  3: "PMP"
  4: "PDU"
  5: "MONITOR"
Sensor Order Identifier - Slot 01,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6109
Sensor Order Identifier - Slot 02,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6110
Sensor Order Identifier - Slot 03,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6111
Sensor Order Identifier - Slot 04,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6112
Sensor Order Identifier - Slot 05,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6113
Sensor Order Identifier - Slot 06,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6114
Sensor Order Identifier - Slot 07,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6115
Sensor Order Identifier - Slot 08,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6116
Sensor Order Identifier - Slot 09,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6117
Sensor Order Identifier - Slot 10,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.1.6118
Too Many Sensors,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.100.5423
Slots not available,1.3.6.1.4.1.476.1.42.3.9.20.1.20.1.3.20.100.6119
